T_cells	CD8_T_cells	Cytotoxic_lymphocytes	B_lineage	NK_cells	Monocytic_lineage	Myeloid_dendritic_cells	Neutrophils	Endothelial_cells	Fibroblasts
TCGA-64-5815-01A	2.46854404564675	1.48087652159856	1.33004770343401	1.88959989574831	0.134305234894334	4.49381521937858	4.13918555978687	2.32600429655165	3.40237901890171	8.77209105241061
TCGA-50-5939-01A	2.27738533641824	1.41885248141649	1.03363339054802	3.40314899660141	0.468040455195738	4.68722583509716	2.145283292017	3.23515226848711	3.62328150524832	7.46052463165942
TCGA-MP-A4TA-01A	2.64683399021091	3.1524493390139	2.12281352943482	1.97690688672603	0.744332011086008	4.28999158969356	1.35409309981071	2.64420372851707	2.5106872855562	6.77637208515617
TCGA-97-A4M1-01A	2.32271589779084	2.23067690288757	1.41220751126133	1.23767523875454	0.403676396182582	3.42401852803381	3.56641038205404	2.84523819867216	4.10643214974765	5.68189257354378
TCGA-44-5645-01B	3.36254239438163	0.815496807834733	1.39084883607825	2.82383653606884	0.942104963242455	4.52917790672986	3.96602833876981	3.05747483972211	3.06586848580357	4.63896255744172
TCGA-64-1677-01A	2.69659145766134	2.68342897878068	1.55297155959515	3.11749406173065	0.248008003605045	2.89227363721542	2.44547284999615	1.96731562927167	2.23841363189474	4.97403393943331
TCGA-44-2662-01A	1.70024551661494	1.15542095718564	0.903030401367629	1.75359394787424	0.284183591755041	4.7250033022482	1.54488915137629	2.58589196815403	2.56260904492436	6.98747367563622
TCGA-44-6775-01A	2.69158582607832	1.64978147660746	0.977109485773515	2.25512056242266	0.387222040465542	4.67725618015195	4.37906244059223	2.73878676639109	3.13618733107162	8.07273063993282
TCGA-38-4632-01A	2.7172823338134	3.05009504295298	1.50511515989894	1.89241308249343	0.261795707701122	4.32149700609048	4.17582196996561	2.43240435141926	2.45752042167172	6.60462040275419
TCGA-55-8092-01A	2.96734701314045	4.00155762113944	2.05900885654107	3.14582107945755	0.729569403242137	3.63095442215576	1.41812144670846	2.04137381751228	2.52423851627206	6.93238485605899
TCGA-MP-A4TI-01A	4.14875363969193	3.64275278503597	3.08412370197946	2.67799648246534	1.19621164306326	5.3902741565056	3.79271308500104	2.41176661006249	3.3775627652194	7.89732020595491
TCGA-05-4418-01A	2.57365293681189	3.00242801986994	1.64001159101556	2.60455643067668	0.624815971729786	4.19115820985903	1.56676947182881	2.5377750247194	2.1934309047045	6.20429962688124
TCGA-MN-A4N4-01A	2.15702369331046	2.17976337817727	1.06588297685702	2.09920425169467	0.366553574893506	3.49336703904037	1.14956654396384	2.10005128246222	3.30296743894974	7.98985286387062
TCGA-55-8507-01A	2.07875476608563	1.554718335971	1.13397055642395	1.58071881126033	0.385487285031829	3.58835852268574	1.66011972309965	3.10989741370511	3.63434744630796	6.53989487267135
TCGA-86-8668-01A	2.94096428918334	2.10174800474292	1.36294495157495	3.39828818549286	0.364642574303204	4.06210553658228	3.94786634001229	2.6246193067277	4.16645428068994	7.16775386275609
TCGA-05-5425-01A	3.06666908471447	4.96150356942964	2.24846034752147	2.35864652551431	0.784990160701827	5.14079458925979	3.02359610740889	2.98994439372074	3.14540947699619	6.50027001683497
TCGA-49-4510-01A	1.92418752776347	2.52235174536386	1.17410373892831	1.4281289473354	0.594720962072334	2.83455185524315	2.50562314923144	2.40010320172846	3.57511189139977	6.17914865479966
TCGA-55-6979-01A	3.45140929460814	3.71842204014151	1.98687038030997	3.09906768779003	0.755252293187666	5.20298398663483	3.33311508721725	2.20277558619328	3.396354290977	6.98535077838052
TCGA-78-7158-01A	1.7269608750177	1.2551983329939	0.594075864479101	1.23067706301219	0.2406973568608	3.06902353180465	2.89376173213613	2.36469823799443	3.26082149279058	5.4634954455501
TCGA-44-6775-01C	3.02277272285702	1.44624161793057	1.79891372798376	3.45075877565445	1.08019612157138	4.77235331713835	3.75675360704845	3.17694686280508	3.54213609013271	5.86049312869964
TCGA-97-8547-01A	2.27331198858694	0.784766740233006	0.713987643488954	0.929850629132725	0.209572253339312	3.81494802184509	3.94109988397254	2.46024824998218	2.89537761919955	8.00291732793426
TCGA-78-7153-01A	1.54005904159877	1.716587702441	0.995713217604188	2.1847983212893	0.196328507614451	2.19914299248742	2.36194507014413	1.80297782425425	2.55035466177983	4.76872291915448
TCGA-35-4122-01A	2.68637280218905	3.91939746624382	1.85000180939161	2.15478252616284	0.692637821672455	4.78181172588499	3.12650185342381	1.89969946227836	2.47597861255697	6.78599709501744
TCGA-44-3918-01B	3.44852899419531	2.34238917998302	2.63253898952216	2.38458581369819	1.44541301067147	5.04368399745529	2.05902964237195	2.77989899235187	3.49774448877542	6.07408917138971
TCGA-49-AARE-01A	2.10471287084852	1.85799276113931	1.26113629308059	2.71850182111735	0.470705787588454	2.95765591640146	1.940596157031	2.22168920068559	2.18799912022576	6.55938538106192
TCGA-49-6761-01A	2.63673566692153	2.3562101279984	1.82366318961233	3.12189643718061	0.791152617543612	3.83075916606314	2.38328962757658	1.99618302578161	2.67348599062713	6.61906727397713
TCGA-91-7771-01A	3.43470253131393	3.15637542167855	2.04140464759226	3.22535113402311	0.755765628419527	4.47289153594343	3.18581726381509	2.7473695425257	3.83727469582637	6.2537493674649
TCGA-69-7980-01A	3.02654768659169	3.13188083276583	1.89158261171297	2.2760890807158	0.686520927413776	4.14339088898636	2.57584621107573	2.23306361241589	3.20113603642998	6.5627953419368
TCGA-69-8253-01A	1.90962001450117	1.45554960384972	1.52022921606664	2.93407260585821	0.340375840107525	2.78590295430407	3.05653168549012	3.09125661831446	3.29111795418186	5.39874530993558
TCGA-95-7947-01A	2.75460397754922	2.53721442705264	1.66691481093349	3.03817817550953	0.864330890862425	3.6588868180624	2.29848737267959	2.44004907414309	3.34407264361509	5.54643852546258
TCGA-62-8394-01A	2.36377334247761	3.76969893948668	1.05170610347114	1.65680980484869	0.32057953660076	3.34343341355883	2.24200025916924	2.14419796417531	3.33869267062464	6.43579459448531
TCGA-55-8616-01A	2.29526062579451	2.17552870773432	0.878041749783699	3.54949081233942	0.212644944571539	2.80280780048931	2.15198433804342	2.15870405065006	2.90081855134156	6.1683207935502
TCGA-49-6743-01A	2.49620467400019	2.30869029550571	1.65084767726153	2.8342108667337	0.999025286476076	4.41620921224892	1.99416704629163	2.81094830608817	3.39395852168703	7.68118772600924
TCGA-49-AAR4-01A	3.69636032330936	5.25845682711629	2.82488982902184	2.77685282819255	0.617424855340798	3.57453715277398	2.00207375832853	2.10859445864711	2.68942026475845	6.68740545243392
TCGA-38-4625-01A	2.26387346537994	2.28948151300995	1.59540703377674	2.549400919621	0.784423323809221	4.37580836253342	2.24967511088966	2.18289413170835	2.6975919559579	6.51571590310345
TCGA-05-4417-01A	3.26499812634817	3.1092828075267	1.81455229768432	3.18573676852503	0.444041676062166	4.42160550358442	3.67388752827692	2.92897800813445	3.98758526311302	8.17130728215914
TCGA-50-5045-01A	3.52800169948773	3.68971981389861	1.89785717796212	4.14660973782695	0.485707281949002	4.62210170196655	4.91178753112408	2.19890662544083	3.61672497054895	7.53288128986268
TCGA-97-A4M2-01A	3.12357342812471	2.92927968336207	2.45217786667752	3.27029430394819	0.953314349384458	4.65105446839227	4.21082789492503	3.20880574576531	3.91928818803221	5.69667381613464
TCGA-97-A4M3-01A	1.77525465653173	0.941731955374008	0.734160344131218	1.61470280936727	0.117246432092321	2.43336217500855	2.44974562941836	2.76863347793539	3.8385486436324	6.35657043256903
TCGA-44-2668-01A	2.58142727788413	2.83538779719527	2.02468227348514	1.68510503843013	0.737144053391498	4.25893572017356	2.62473768437457	2.62648717550698	2.73904232124065	7.88686836822179
TCGA-71-8520-01A	1.96876679565587	1.39893468634642	0.935918312373435	1.27561051713541	0.242373259888321	3.84090089553568	3.06305228764246	2.7780301844442	4.03863736189003	7.84896153222111
TCGA-75-5125-01A	3.10425654027808	2.67474675582143	2.32727539750746	2.1716447802696	0.81643334462285	4.76126623198155	3.4880497564683	2.54741819266243	2.85962950140269	6.84531364633166
TCGA-49-4512-01A	1.60223384803414	0.631295160003713	0.500016539938621	2.53213398768049	0.159175436114901	3.45715691716288	2.80692959974446	2.21145502387974	2.54176562117793	7.14632587975426
TCGA-86-7711-01A	1.65246133345177	2.08072918774793	1.16980083744061	1.44178045435167	0.592229714663435	4.82424829556652	2.10838202575796	3.09466651253632	2.61647411097484	7.18535681144558
TCGA-44-2656-01B	3.18195063559952	3.39332274694997	3.24096511236596	2.08216546824237	1.22748433807801	4.98107293465124	2.86637407210356	2.45707345523535	3.27747818166501	5.45339530222548
TCGA-L4-A4E6-01A	2.63592716005677	1.9474360245684	1.92512582671852	2.57478464950695	0.752932899475994	5.62741851773314	3.42452184011933	2.86779646397649	4.48099923207696	5.94666414357187
TCGA-49-AAR0-01A	2.94080829267901	2.27569516563723	1.29425223007432	3.42858166414438	0.256041445711682	3.78630281184599	2.98156807633003	2.70865482350921	3.59874101877972	6.05410089323951
TCGA-50-7109-01A	2.57730435526986	2.65839721260093	1.82088921663393	2.45637361260922	0.701874133432627	3.52117648175587	1.75239180015201	2.63461993304157	3.41837229896714	6.83570148960803
TCGA-L9-A50W-01A	2.54556381726196	1.15558592680047	0.650071566378743	2.19967544489468	0.15654143387335	3.58922631462963	4.32770799566943	3.00870064149561	3.47736554197916	5.94419350828144
TCGA-55-8094-01A	1.01493671526296	0.85122339177952	0.638586496825128	1.07028814060635	0.198286236697884	3.19867112450947	1.23097643927103	2.36742238005568	2.54736693587625	3.4325568082667
TCGA-05-4430-01A	2.59099426033798	2.55196176469992	1.62656292772363	2.16658047193118	0.464946441674378	4.48943079903829	4.44401500485331	2.8763489306522	4.11000802128865	8.13073407446694
TCGA-91-A4BD-01A	2.23686183951292	1.01103340273499	1.3107856387476	1.66344472942674	0.24058417660707	3.61452252589798	3.15982688346959	2.54799888423594	2.62161762356104	3.82820265492575
TCGA-78-7149-01A	1.25340807658571	1.20144132112061	1.20483031202815	1.6121642667567	0.305432432147079	2.28314136565787	1.70622921272894	2.51160537721874	4.3717248945755	5.49589090586112
TCGA-55-7724-01A	2.35478764652295	2.65876258583345	2.13803991154424	2.99951419172254	0.811393995011685	4.25262334120973	2.57262799868473	3.09350675639418	4.08081432527207	5.60953091288997
TCGA-50-6593-01A	2.07022504910766	1.41734969584624	0.795790266838667	2.16215652668066	0.131406625811547	4.50782590466336	4.06019554935262	2.69450494209221	3.3760107915	7.74327807785659
TCGA-86-8674-01A	1.4358928983712	1.16032496060062	0.8488705134873	1.46782813703299	0.18893009965205	2.78407718109452	1.79595955000013	2.7356605062152	2.73589929965003	5.72389064563314
