T_cells	CD8_T_cells	Cytotoxic_lymphocytes	B_lineage	NK_cells	Monocytic_lineage	Myeloid_dendritic_cells	Neutrophils	Endothelial_cells	Fibroblasts
TCGA-49-4505-01A	2.49118511462096	3.48223635681042	1.52992202728073	2.72708700941612	0.391815069307245	3.77407412147044	3.91938926042924	2.33327857750515	3.2206864853314	6.40102025594886
TCGA-05-5420-01A	3.28277969154628	3.72390129590801	2.17467278631454	2.95401290744287	0.642023716845688	5.03069660722466	3.50753486381546	2.55487495119049	2.10059079578265	5.85110477009276
TCGA-55-6983-01A	3.23367007762979	2.9907478944107	1.66189793690189	5.02797403082524	0.412538072374233	3.58896344045353	3.97348319311032	2.68791063082618	3.47576663857863	7.21732076879105
TCGA-44-8119-01A	2.67380624706509	2.21142492516356	1.83650105234605	2.44819492175068	0.584235498116811	3.84510011532684	1.35245697744338	2.95404879057302	3.51940825069995	8.3575512336788
TCGA-55-7994-01A	3.33566124515332	4.21748508988077	3.14648419421214	3.06201411142187	0.920468866739455	5.09602853377877	3.34164624551393	2.56583141199291	2.66587581409233	5.60297901334123
TCGA-55-8508-01A	1.92041467651852	1.74626546330004	1.22050292633976	2.9763299163359	1.57988531932454	2.83241938115503	0.912600312287081	2.61051800414957	2.90097030006431	6.57839895169986
TCGA-73-7499-01A	3.40777160480767	4.67775392878336	1.8488437723464	2.6704698222469	0.455378001913534	4.00229598736117	3.7733236139009	1.91790842123137	2.69967821789489	6.17037281779857
TCGA-50-5933-01A	2.50320331296136	1.95922314732043	1.41804661891341	1.29977542257737	0.320865866062036	4.98116688271257	2.59484942556116	2.10931323248165	3.47627910384986	8.42054414327256
TCGA-55-7573-01A	3.29628709810629	2.24073398936292	1.52490261055613	4.5453146298713	0.45826640722389	4.05719045733437	4.78492332238354	2.97974497782769	3.58267641955431	6.39923683437125
TCGA-91-A4BC-01A	3.74804206554459	5.2940821155426	2.6657888689771	2.50500970008893	0.819360827640488	4.09167726667441	1.4519325031203	2.0899971196821	2.91629467083354	7.39303696364264
TCGA-78-7220-01A	1.74549888532044	3.47733947918643	1.64166262400687	1.0893279797353	0.449421310899558	2.98597657546317	1.5183209910576	3.2614374085157	3.545620084062	5.76014496125745
TCGA-05-4382-01A	2.67135601527293	1.87895470044755	1.18134386137258	2.71458497519823	0.467073899217544	4.8287592135228	2.09212944956599	2.3323620489855	3.26760832756232	7.8585546493533
TCGA-86-8278-01A	2.54033181612286	1.65554041647166	1.65715242546154	2.5148152585746	0.318498207779317	3.88228646031808	3.25899218968313	3.16641136834819	2.80651905180567	7.38924621904444
TCGA-NJ-A55R-01A	1.85526653069854	0.685439013245398	1.10451988239615	3.82978911604571	0.206993911408876	3.13166095898531	1.57722271361363	2.55743273056632	3.08862999681346	6.59725062951146
TCGA-91-8496-01A	2.19003781076966	2.26598825009195	1.52700119330736	0.904838211785581	0.370534196310513	3.74562117722742	4.15283810890653	3.02149405646512	3.21216857176745	5.28566616103753
TCGA-MP-A4TJ-01A	4.33892373483165	4.06639401381637	2.85280296751817	4.72795784616225	1.13494354853758	4.67736145158843	3.03855916221391	3.31015764395026	3.65634935385969	7.60788235256836
TCGA-69-7765-01A	2.47349799651192	2.03957339374342	1.78439587198831	3.17998258818058	0.333456113024342	4.08580814211952	3.95127252511029	2.61935370217394	3.73391179801335	8.17122368337998
TCGA-64-5775-01A	1.00121268399116	1.24003408795194	0.665098885025997	0.426752214840558	0.159036186572168	3.75326178496664	1.86304191421904	2.02376155530591	3.23694660026068	6.9395410774537
TCGA-44-7661-01A	3.38212774299362	2.35364880906432	1.64946330047917	2.1081921582813	0.432271863249176	4.90856258193554	3.83283850958574	2.65588283860571	4.58500145810083	8.01451432684048
TCGA-49-4486-01A	1.1422955547657	1.28735766641098	0.843381206241355	1.39341447890669	0.0711712120681705	1.559017175229	2.1993984012153	2.30132892493638	2.37066452616289	2.99847141889719
TCGA-05-4427-01A	2.43021254584878	2.78043118370585	1.81612317725247	1.61592329796383	0.502027937028294	4.34188973894379	2.68585947760517	2.44950195354442	3.03016291867849	6.56447198430578
TCGA-MP-A4TE-01A	1.35246279299292	0.774453161093762	0.548611063848121	1.51276762596591	0.113023456492003	2.02511754745332	0.999517162423906	3.22668985266413	2.44470543855987	5.16661555484424
TCGA-38-7271-01A	3.84879092961508	4.18400507763979	2.15235508278972	6.15907802700092	0.63088112223583	4.20325528508518	4.19422104917787	2.38263315812448	3.78961262633896	6.93929752649496
TCGA-62-8399-01A	1.97282150906751	2.02598685763167	1.50970490084341	1.73146870117588	0.247009929252017	3.70205378391664	1.87562659188026	3.34253977205584	4.17901682594285	6.93116573671232
TCGA-49-AAR2-01A	2.24772270041803	1.75023693413868	0.942095828659016	2.26491127178354	0.27477281549786	2.85134146306085	1.46610799457094	2.12473155008063	2.02593071226747	4.58253960982848
TCGA-86-7953-01A	3.01212994182523	2.23251452698137	1.42032321009055	2.90348765249729	0.303106272071191	4.70882215480784	3.7009906406703	3.03934749483851	3.33245715413792	6.42639389481619
TCGA-69-8254-01A	2.49509532764115	1.80716950663898	1.25970450432466	3.13113901266052	0.532208279670111	3.58613717288327	3.18964174513169	2.89055371681344	3.38662589603742	5.4472561846634
TCGA-86-8055-01A	2.4352629624973	2.01621854899692	1.22377842807153	2.70558018803297	0.25182900052948	4.30644665015121	2.6789336193765	2.46707197676384	3.66092104603671	8.57109205575139
TCGA-55-5899-01A	2.58786715204587	2.59379905552344	1.81616927207476	1.4766270631612	0.452408479184532	4.23356700393853	2.00097978241913	2.15701277572719	2.82012954805904	7.06317714925054
TCGA-78-8655-01A	2.57537270080983	3.30949966265605	1.77714367619047	2.21454717987767	0.415743876133552	4.11039390072441	3.41905356565837	2.78822074552118	3.74854446719629	6.40750424879296
TCGA-05-4420-01A	1.38432498590331	2.44068869700653	0.816735943931908	1.61054016035246	0.212940805796691	2.98198420661184	1.66008320207779	3.30654879315135	2.92306290772815	6.45704809940478
TCGA-49-AARN-01A	2.3125277289537	2.40553547389305	1.41048078567348	3.93930773254815	0.28146293778444	3.18912381607959	3.81475351371605	2.54260008520593	3.32373934550228	6.72666963835136
TCGA-49-6745-01A	2.9019975047843	3.31542780022791	2.24394907712802	2.03873193709277	0.516934605787129	4.30407613497917	3.8706331739028	2.86376506016423	3.69665159571451	7.31182412056257
TCGA-55-8505-01A	1.39338576510304	0.936323090762119	0.667555346217684	1.57396565142337	0.354172345593736	3.45737703936956	1.15036775944835	2.93540695613518	3.26431924167201	7.77612455486647
TCGA-99-8028-01A	3.94912465553505	3.99520464531337	2.40286394334124	3.29953020880637	0.70528013333071	4.8643451655888	2.8466100433133	2.08027453872422	3.40656525064764	7.64101991514205
TCGA-38-6178-01A	2.39013175784279	1.43595778950852	1.17235583074634	2.91464800711616	0.374526460463041	3.63799224286906	2.15386501946656	2.72052428347171	3.70589279676286	7.8806037023428
TCGA-55-6987-01A	3.2950682746498	3.89932045464511	3.14061861232577	4.35015235277668	1.60594642436295	4.85664059282634	2.3595110745896	2.57253248152603	3.09439936658361	6.31737742139351
TCGA-49-4494-01A	1.82919793652213	3.22436556199044	1.4788573736699	1.18666017708568	0.167664764402208	3.4277375977476	3.26828918723623	1.82593647915944	2.63572260240086	5.75095730838725
TCGA-55-6543-01A	1.76956654060663	1.53815846726212	1.06773199982617	1.64712281663924	0.265612227325581	4.01992126156551	1.93778357350492	3.44398990002299	3.25358929295184	5.87141358898675
TCGA-64-1678-01A	1.77935998124266	1.54062522844288	0.817915080327704	1.31527798050069	1.14689732833855	1.56511122623374	1.99042164112725	2.20692566889738	1.72179056400761	4.71230164189816
TCGA-91-6835-01A	4.34002226207477	4.96281379126285	2.70723225390358	5.32559487870166	1.0064843095818	5.52927637694349	4.44559646034173	3.35304796931943	3.96807041417212	7.13002543143868
TCGA-S2-AA1A-01A	3.53430491765037	2.61609167996709	1.56401021439756	4.50093540806274	0.533224163560153	3.60234630631041	4.29654958686371	2.26783907940358	3.39942651421147	6.56208222613274
TCGA-69-7761-01A	3.51119397768072	3.38903663482947	2.2174288344999	3.14778243923748	0.789093689349568	4.56290022060024	3.49931626581187	2.77799557246366	2.73162059299862	6.46854820677903
TCGA-44-5644-01A	1.5235812782896	1.93734422725808	1.27640297967763	1.83825198162217	0.222121254853886	2.52830630583896	0.766435961617135	3.05827281574059	2.74118395282301	5.31478867593034
TCGA-49-4506-01A	2.1351244138684	4.35508431996361	1.75131420381515	1.91089775412298	0.424730147644901	3.41219056012025	2.47392777273939	1.75853320578355	2.09022571117502	5.50499656267149
TCGA-MP-A4SV-01A	3.63975383759369	3.45559888547483	2.36704283041667	3.15055652497787	0.899184379410535	4.17209966302967	2.89214979004279	2.27207816514229	3.34674837467409	6.84882521243084
TCGA-53-7626-01A	3.52897138257601	3.46817598115789	2.38198388028669	3.95463117994902	1.00697934262917	4.47308990501849	4.49369589889431	3.30020606245167	4.21935154233861	6.59749186109334
TCGA-MN-A4N1-01A	1.47570406513996	0.636104847528136	0.429208797357816	1.41931939933889	0.128870711507685	2.64387515758453	1.89804302874035	1.89467306213973	2.39672546420461	6.20151692778748
TCGA-35-4123-01A	3.56436717229513	5.95497484039691	2.88982007859136	2.24701171858859	0.647819684731634	4.31405016774294	3.54389638090519	1.81937281653559	2.23258929820899	7.44352006624464
TCGA-55-8621-01A	3.00778693359964	2.22973063022069	2.48985293776545	2.71231581188709	1.18277757655578	4.57710882487628	3.42007385190189	3.0947852959966	4.58981298815475	6.91543142540788
TCGA-69-A59K-01A	2.6709893272017	2.5320847052286	1.65989716452042	3.04391083416628	0.440455020653496	3.84571098241901	2.77735341987976	2.6481785094405	3.13996215817544	6.22371742575109
TCGA-49-4501-01A	2.67630326019341	2.72865262053853	1.30328235825409	3.55629762768462	0.320517545118111	3.53071710281916	3.89074322975449	2.17487827732394	3.32009719020988	7.1124610154268
TCGA-44-2655-01A	2.41117287707436	1.46721351490497	1.11954022977291	3.32108391813345	0.250165613795956	3.63816195317549	4.61513380603007	3.04920300889278	3.69332309214975	5.36549720134242
TCGA-05-4434-01A	3.22804723481196	2.97953645480952	1.71599389871256	3.37232254238754	0.506658019933743	5.22115916886251	3.73628947027828	2.95009100061857	3.25721408497276	7.06276333815555
TCGA-78-7148-01A	2.0989806627631	2.8350860807711	1.81688211076418	1.3010063143633	0.365814368381455	3.58897311383176	2.8411698847224	3.17456752412553	3.55935028608821	5.83070091533724
TCGA-44-6145-01A	3.29305444117588	4.06129650710551	2.72602453405384	3.89786356839977	1.3694938012145	4.90054783999102	2.14924527930317	3.38262893961044	3.22274712039764	7.68755825662592
TCGA-55-8615-01A	1.48391850449928	0.409063546425587	0.508479109982438	1.25201982431197	0.235562745852836	2.99358794238399	1.41858591888932	2.77329714104201	2.97618335945715	5.84330825561834
TCGA-38-4626-01A	2.05809738112808	2.09441528945493	1.39304774492114	1.39961055082313	0.687269680999737	5.32323205742146	2.67335657347152	3.56563961458535	4.8990086385806	7.26922169857464
TCGA-50-5930-01A	2.26487549097195	2.74444489752975	1.52905766605608	3.26759034949851	0.497259294558877	3.86998802126829	1.60785682764163	2.30620377542262	3.21839939350113	7.53816722695255
TCGA-55-6981-01A	1.87372040445595	0.639650164364882	0.639133314451592	2.99226206830628	0.172940838290055	3.44421370148712	3.90569923018671	2.38899291416286	3.23244891339458	6.41086333199728
TCGA-62-A46R-01A	2.84565742197685	3.34663238528539	1.51553292656042	2.65816747820313	0.241017724696659	3.91458617788954	3.54202983951642	2.64283917152404	2.38857086880143	6.05180720540861
TCGA-95-8039-01A	3.13505830938624	1.60040025302165	1.62651879699989	2.38193753569071	0.420321087389547	4.14286802027132	5.05732362602512	2.75082617616418	3.48955059910433	6.14298186669583
TCGA-97-7554-01A	2.21944073533425	2.26640273611386	1.39997269708138	3.0364323683806	0.274067831007837	3.98645647970344	2.319043638604	2.31706358324028	4.01430273915587	7.89810687931659
TCGA-67-6216-01A	2.41259964495335	2.67544858930138	1.365334710733	3.53039831347715	0.194701650126567	3.75767663631568	4.27859411694022	2.64726723483906	2.36102485039658	5.18863871939233
TCGA-MN-A4N5-01A	3.16821358838994	3.21645496662104	2.85320153735986	2.50714972682605	0.670006347022892	3.96397001251033	1.98968465765575	2.46313709885097	3.1712186971549	6.56143436041111
TCGA-93-8067-01A	1.73492743869833	1.09903918028931	1.51407397548763	1.5187660385303	0.535473749024237	3.65257994833057	2.82439307800278	2.64636563099251	3.11921537047731	6.2374328341625
TCGA-97-8176-01A	1.69953967470084	1.73319795738546	1.08724267371874	1.68374049422756	0.231487111263072	4.54198877390459	2.02348028105108	3.28925301248895	3.30991600062789	6.07016830074531
TCGA-62-A46S-01A	2.22888330208384	1.99955874596109	1.42673839246252	1.7726234634612	0.654429026957798	3.52073787858446	2.50998689052182	2.71907237885416	3.51374309835341	5.30700699025282
TCGA-55-6968-01A	3.06303108195071	2.92285674583002	1.90265814464227	3.0809147389382	0.844369196451143	4.4091645627938	1.95148422754283	2.16162927416894	2.8295132917015	6.21097668675258
TCGA-44-6147-01A	2.47765779183182	2.12705517359293	1.20052902858352	3.77565440835944	0.360394060262838	3.57452381531535	2.33669345495222	2.56263639541345	4.00840241625722	6.75229004840607
TCGA-55-8514-01A	2.14089641400881	0.712815331995683	0.795250821019122	1.6540606554615	0.186081998143992	3.75576473516628	2.16182643979201	2.33721751057611	2.70459448937487	5.09707616264463
TCGA-55-7911-01A	3.58494448409057	3.39875905768247	2.74606068956366	2.75522149918631	0.825015002286659	4.54954586057621	2.44783824678979	2.69767936063075	3.16763869474135	5.97185070641522
TCGA-73-4658-01A	2.91778421500258	2.33573962356531	1.55669185294331	1.97261010099995	0.334576204243901	4.6650446715358	4.70335495088632	2.80590174891624	3.95407520492078	7.84846942162731
TCGA-44-6778-01A	3.99797171275634	3.62598356750518	2.70441747891465	4.25633570943352	1.2275879940433	5.52381378079452	3.51694190481279	3.27339284806743	4.70017716790211	5.80747175804537
TCGA-62-8397-01A	1.44412715577735	0.922247945272943	0.449432625356538	1.44177631639529	0.0598435914794899	2.56898626606635	3.329464638564	2.11404436379203	2.52997663321559	5.13778289102264
TCGA-50-6595-01A	2.34549071766754	2.37321361454426	1.92982011839591	1.01618814472021	0.797302823796173	4.47386178445725	1.69348667110371	2.19879360157597	4.42801579264567	8.69212119999117
TCGA-L9-A444-01A	3.67378728260116	4.51871885097887	2.89225556594522	3.34780612384039	1.05528127216294	4.11107973457525	2.43239899386046	1.94771622229294	3.24453645093848	6.74040463008226
TCGA-64-5779-01A	3.08397350309999	2.62286990136491	1.29651474759625	3.56776581663709	0.428069762750328	2.75932779123958	1.53021914316047	2.22583649193255	3.44806653657801	7.15600962377286
TCGA-44-7660-01A	2.22398186378913	3.72039732087745	1.26866447127508	2.14931584797127	0.371084043316331	3.62671904289393	1.07038454211386	2.28977385488791	2.13742558969369	5.9654003341742
TCGA-44-2666-01A	1.30354368942451	1.7675838874056	1.04757641880337	1.86805618713593	0.206770170082827	2.57067632946289	2.54360063051084	2.49418525635463	3.17083277169569	4.97667916470755
TCGA-44-6777-01A	2.76488797492573	1.84989825163633	1.42128332013674	3.15093455801777	0.369691453248332	5.18590725484725	4.80275856358178	2.45507215731258	3.96579697490645	8.44945391635686
TCGA-73-4675-01A	1.81942726756295	1.42509537345445	0.936069160696974	1.93296827860222	0.135142934468311	3.31783945207282	3.64457090921704	2.39005128182337	3.03954361651029	6.90094280013361
TCGA-55-7903-01A	2.54112174804053	2.53536775092191	2.16456062694696	2.07058941155817	0.98508544859275	3.77602485676665	2.97044428775891	2.36088586600363	3.01476200381176	5.54546518620707
TCGA-97-7553-01A	3.15283798132589	3.68034852304452	2.57689348229919	3.57142146384121	1.0897790600165	5.39148848194128	4.41983875552541	3.89024288115861	4.49245794026629	6.63637042109563
TCGA-78-7147-01A	2.3867220649097	3.09362927775138	1.22273945802464	1.14046295369008	0.247170068016065	3.16756650752215	3.37213404603221	2.21128313328531	2.53388644583601	5.24945600906141
TCGA-99-8033-01A	2.75202119511694	3.38601285280455	2.42884390622337	1.91080601623565	1.26916730781319	4.28266927613926	2.29750349169314	2.95478413535499	2.85630406665495	6.7713557641272
TCGA-55-1594-01A	2.4712810532321	5.57261959702714	1.72430066975001	2.68029692723112	0.416346456078642	3.97439402077293	2.2801731927665	2.85653731779128	3.07166399707245	6.13613593402582
TCGA-55-6980-01A	3.10813589066905	2.14504792614184	1.48581058211166	1.37461335951013	0.209965972516347	3.72863889320771	4.60107583597976	2.23688393548561	3.28934430682761	7.67233013209277
TCGA-95-A4VK-01A	2.91106503547294	2.69732817344667	1.89655400094647	4.12943760847587	0.480821723324871	3.56223861032209	2.25467563393885	2.85675157185087	3.3548393268624	6.13779098663526
TCGA-55-8207-01A	2.50901145439844	2.28975097186351	1.34683114116232	1.8333699052213	0.19103601387051	4.20258911443756	3.31314188623629	2.945386067606	3.84282180054273	7.48217135448006
TCGA-95-7043-01A	1.15240064675487	1.36967612633135	1.22437594071782	1.36641473828123	0.103023726175863	2.21602456093383	1.49266218985081	2.34257821191733	3.12550737741711	5.45415327828889
TCGA-44-7672-01A	3.10772134149383	2.52529411285528	1.68163456339141	3.99596413300098	0.602419857173821	4.06739325549568	3.05718711716005	2.02417004396345	3.05507046503621	7.66685750173449
TCGA-44-6146-01B	2.37009159849123	1.47384272078138	1.45801398495475	1.19609767318085	0.807545042347754	3.55482947996293	2.06329529694146	3.03979358704853	3.66625041444896	5.60966300375438
TCGA-67-3771-01A	2.77143321122034	2.88674333888238	1.50789243419684	2.92673167421969	0.528493659447884	4.48589609091983	2.38212108141172	3.00355127855199	2.91900866729917	6.40557466934253
TCGA-67-3772-01A	2.19250044456633	2.13734450363254	0.985126043144214	2.72943382405635	0.142406217469043	3.33570246942584	3.98634082188846	2.33606976414958	3.09787264672265	7.05297594879016
TCGA-97-A4M5-01A	2.47957887690122	1.80824212151753	2.04438051241774	3.11673256381963	0.906173870135949	4.38238143846339	2.48504291941575	2.88816743297239	4.3846333979162	6.9069695218415
TCGA-53-A4EZ-01A	1.76774665310744	1.74901684390645	1.02630828222703	2.55538073505821	0.305837114557152	2.94566472058768	3.14043621977773	2.47972180282678	2.05637562011676	4.73651064354999
TCGA-99-8032-01A	2.40278217362094	1.77546288629715	1.11217080332893	3.17694862870189	0.284638799452031	3.0436135272326	1.6694582656468	2.59567104408602	3.51668785957771	7.56740811820369
TCGA-73-4670-01A	1.08297936474093	1.17468149134705	0.735204794506872	1.317195834978	0.330541770443901	3.53546820003297	1.05195267620853	2.81432234504123	2.51237150628062	7.41933239364953
TCGA-55-7576-01A	2.47694341982824	2.51627208898284	1.23587223051297	2.56352201066773	0.231304319310663	4.03070192276091	3.75333116584578	2.66317785293772	3.2940705086432	6.5602084423693
TCGA-J2-A4AE-01A	3.09331011848845	2.24099852320798	1.44985985498437	3.3150093230104	0.353374461165901	3.25029821223692	3.1816393588252	2.76005769174812	2.91789163203639	4.46494922608887
TCGA-93-7347-01A	4.06338843170006	4.08182167922057	2.23361734129229	3.2909233053814	0.517653221157972	4.29772688164892	4.78497381071098	2.58760097424717	3.24453764604921	6.9728922131998
TCGA-75-7027-01A	1.76695362460565	1.55247992298551	1.19923246091484	1.45789636799148	0.453552234272111	3.95542817636372	1.64091563870551	2.72546430530153	3.15490074138641	7.90398913552143
TCGA-62-A472-01A	2.72110851823326	3.10667273992829	1.85502828002282	2.22730130002688	0.361057965557647	3.95428632756664	3.94010095643991	2.58716921201505	2.97449092646339	5.99609142297767
TCGA-78-7154-01A	1.80835073680975	1.74119310957325	1.3810890917406	1.56968279768612	0.450603970343034	3.48052619245644	2.35099613834362	2.5764055964418	3.45815221274895	6.11171686491151
TCGA-50-5044-01A	1.99074491354095	2.49413834101421	1.60829015241788	1.0952631748585	0.460533079309586	3.36729927665473	3.04674998365121	1.91283254859513	3.41002252742405	6.81098315803501
TCGA-95-A4VP-01A	2.68206218340496	2.91129604036562	1.56022456770223	3.78699016106766	0.319617079950594	3.17478104662322	2.11892050067665	2.79565624400388	4.19127986836053	6.21253979577104
TCGA-44-2661-01A	3.64542538903012	4.17164121739983	1.92060313970241	3.62704663437871	0.58820859931989	4.69886905080367	5.16210591328356	2.7139366260592	2.93138839162213	6.4922650975511
TCGA-49-AARO-01A	3.0484572773297	2.71248566876318	2.03370254616549	3.73586839147404	0.434112988818621	4.10214598768822	4.22935620764538	2.38822049159764	3.45505950922728	7.33024627005612
TCGA-91-6831-01A	2.30337322554016	4.2567656947298	1.29969034029032	2.21757586038211	1.03824395608154	3.98684165814128	1.79707848347127	2.86612400703128	3.12729496925034	7.67528513795769
TCGA-55-6642-01A	2.50495137377523	2.93593260598617	1.78721088564029	2.65471044516924	1.1667751547913	3.43489623308835	1.15979329338817	2.50893267245759	3.39106586967926	8.27442955830971
TCGA-86-8056-01A	2.79657444464877	2.2094022532164	1.60110851410343	2.84528886083544	0.566296778050288	4.3151977842734	3.83994097769266	3.49928142948518	3.95730710217044	5.79299339202082
TCGA-L9-A5IP-01A	2.05513726660756	2.20054983735356	1.476408442961	1.10348344995946	0.708973246216782	4.14895248856749	0.963692336017983	3.30283769402097	3.06454015865598	5.76148609083639
TCGA-97-7546-01A	3.10056547167739	2.84623107520737	1.76930743601476	3.40228411420116	0.534857109881977	3.71437866827547	3.51436165825797	2.87695361331862	3.75626592413261	6.44833152704611
TCGA-97-7547-01A	2.43632357032723	1.87134548263876	0.736209453999254	3.09646094695623	0.630901283831202	3.23593843366574	2.73294162219954	2.48129858353064	3.13076906614758	6.39155185522421
TCGA-55-7914-01A	2.78081734072957	3.00390750553342	1.46003843417511	3.14929139871582	0.373158938702249	3.45825031968225	2.21307104937026	2.41205837843958	3.19424193781468	6.73515952251915
TCGA-78-7143-01A	2.84062307956743	1.95297617097165	0.923006941965131	2.87816614186338	0.290130804773991	4.10456838386047	4.53312998742449	2.43960419608808	2.99793805924823	5.32291712686405
TCGA-97-A4M0-01A	3.51703259908789	3.44257919630982	2.02017514430455	2.69829034700229	0.592133723689283	4.17508742553008	4.70784666116846	2.61119316302449	2.69579557801003	5.68566511217421
TCGA-55-8205-01A	3.57558313224784	4.44892248223433	2.44782447968921	3.28404258034018	0.88119410586953	5.71456491880232	3.53428970137894	2.63530757603298	3.47127129897709	6.97785491151109
TCGA-05-4415-01A	1.83033954593011	2.63087682558497	2.75879565024188	0.977862238644566	0.816990179825874	3.36174240319352	0.98341301559822	2.85636309126879	2.58765414867393	4.63911917820855
TCGA-97-7941-01A	2.47586735576161	2.00183088123122	1.54528026124601	2.65273299130542	0.421340563007421	3.57548100618351	3.00844797393133	3.0338801952047	3.94589254690139	6.19809428174472
TCGA-86-8585-01A	3.28044654395151	3.18324968809497	2.04365419056607	3.4391597328516	0.545796537862695	3.92262628524237	2.27775338350905	2.27485329415398	2.19320609660603	6.23007831489155
TCGA-55-8203-01A	3.13329549510983	3.2093979174662	1.67466479333684	4.05437620719754	0.490938460235007	3.83593031486752	2.90264883357953	2.7196526633866	3.11763074077835	6.65785115021151
TCGA-71-6725-01A	0.834592481086884	0.181083058018427	0.235675561245546	1.33022555654962	0.114489214739745	3.04796924318273	1.63457780056257	2.41899964664671	3.08797563911253	4.85199194441528
TCGA-55-7816-01A	2.39619781500594	3.34008694456728	1.85245381883746	1.47284440187575	0.638118195868292	4.90771542084228	3.71237291149397	2.30044906347424	4.16703870550192	7.55994299975839
TCGA-55-6978-01A	3.77528292145703	4.86852644047031	3.5928889483123	1.65776953606605	1.58766548118322	5.3666779418369	3.05473529233583	2.34203186934276	3.47298900561599	8.54996018815516
TCGA-55-1592-01A	2.04328891901645	1.53384942506844	0.993612038554606	1.9849450425995	0.25020940816409	4.15285475181578	2.48764412822524	2.52351097909013	3.27085657024003	5.93601838285981
TCGA-97-8175-01A	2.14389669707624	1.00108350439388	1.12412084511528	1.78054676025341	0.260835895055727	4.25660775172325	4.86186271842589	2.81214153710519	3.05505507658064	5.54895414522365
TCGA-86-7954-01A	3.3800957968843	3.73991636284866	1.9305021358648	2.42816065962101	0.720087536021569	5.22544992117539	3.35102205627363	2.56703024288167	3.53327388436481	6.59169200391093
TCGA-78-8662-01A	1.56497690531213	1.46495157768134	0.728085085045996	1.0786004580038	0.123988586177083	2.39783990407731	1.38878064122152	1.77929952812102	3.01575418112233	5.47193182479934
TCGA-MP-A4TF-01A	1.81799867270691	1.96293954865263	1.69644997494045	2.04832715850123	0.860862865550875	3.27240925747964	1.50663357223993	3.01104620787776	2.74219756231759	6.25995006906181
TCGA-MP-A4T7-01A	2.2944196323586	1.60652032960717	1.44163951699767	1.86437975982497	0.531847784937876	4.03263627899404	2.1310045440072	3.16305351671435	3.2460866605585	5.29874265335323
TCGA-44-5645-01A	3.37196447078977	1.94773544567547	0.981713563126981	3.29170802011029	0.350217506231736	3.93841945849668	5.1256939234234	2.78196461277178	2.97379934409664	5.54982655643654
TCGA-50-6591-01A	0.629337853058895	1.33223061673401	0.210269902007191	0.668740135941286	0.11803726244653	1.84863085897818	0.829663098295558	1.81293608291966	3.04944482321832	5.80820980440246
TCGA-78-7159-01A	2.39363587974037	3.82057064284864	1.16192145536923	2.89647226581173	1.93196595597308	2.76277091324164	1.08469700971027	3.24876601332448	3.74581707118368	6.59024343142115
TCGA-69-7763-01A	2.19286047213987	1.62743922890111	1.168756134087	2.0881273677524	0.416902735755723	3.44706691493602	1.74009210153217	2.84161295944026	4.14086799457652	7.19374249157399
TCGA-55-8085-01A	2.9738074448665	3.13488326790138	2.03871677055576	3.40932436523688	0.735329691627916	4.19852747260504	2.65673312119363	2.43942904058399	2.80705213172098	5.59113978465279
TCGA-62-A471-01A	1.6515136469759	1.75697890789324	1.67352070941614	1.6078358850402	0.613536490250434	2.84152244488896	0.985294415835243	3.02647959455369	2.40908543631915	5.16628736257763
TCGA-91-6840-01A	2.95731257797597	3.23466849143391	1.78205841313627	2.86171223096796	0.395801287744404	3.75523734902812	1.95642757926138	2.39218769711571	4.06610241567882	6.0993925721283
TCGA-44-3917-01B	2.57730740788898	2.02842896046025	1.95191575074881	3.02020499871665	0.843653278471547	4.60939526683897	2.29933915424645	2.46583841315402	2.59007078367836	4.84515044924796
TCGA-73-7498-01A	2.74252390081672	1.76402265839448	1.19235245495184	2.59969051660822	0.284553291889171	3.68715081024908	3.11555546572863	3.08872349796469	4.48409936200381	6.34957001118238
TCGA-55-8206-01A	2.95406275203815	1.40535472841113	0.876623119560783	2.49605129774912	0.291787977033413	4.5620700497251	4.95537672161254	3.42794160999522	3.46918790480624	6.16529733069942
TCGA-97-8179-01A	1.51621052619623	1.65546801214981	0.767238292046539	1.1504761437545	0.177650278470005	3.73845555344885	3.86150974847332	2.96309748410295	4.12962621523537	6.14566408741536
TCGA-50-8459-01A	2.74236460548594	2.2601771999532	1.28766630365636	3.52240659138862	0.419773029912161	4.39195007454175	3.96907871169213	2.26028962002559	3.22133930517431	9.13490709239082
TCGA-50-6590-01A	2.85213922968988	3.13317005967259	1.90914832326505	3.25445932890597	0.586192662341795	4.95386934327274	2.33586463687974	1.65123840858322	2.54057063984609	6.90325988129451
TCGA-49-6742-01A	1.06517967995334	1.57631693834403	1.1298524546845	1.09738993551992	0.310672560499829	2.48225839147516	1.28926789956543	2.9652682409028	3.23097591169749	5.07238688338915
TCGA-64-1679-01A	1.97978686737866	0.925325215000532	0.827161582707608	1.20729603914943	0.170626666663697	4.27702383215233	3.86191505135838	2.40065587436919	3.37882406186237	8.46436477129431
TCGA-99-7458-01A	3.7541221040157	3.76998458326132	2.2676354689358	3.13812088729832	0.454365733408396	4.247567105682	5.01215407274137	2.76617505420783	4.34805891841594	7.21239838868828
TCGA-97-A4M7-01A	3.37394332861989	2.44704920618827	1.53099829273156	3.34176287970137	0.432303870108822	4.26088907803462	5.0796175184848	2.95282486621109	3.6687733853531	6.46826107103914
