B_cell	T_cell_CD4	T_cell_CD8	Neutrophil	Macrophage	DC
TCGA-44-2662-01A	0.0553994572485613	0.128378499123754	0.138348106538092	0.158329185760958	0.0847940302133895	0.500341637067577
TCGA-44-6775-01A	0.0799832072198491	0.161483550742721	0.139403864443864	0.153479374406533	0.0652493176503822	0.565343729656554
TCGA-38-4632-01A	0.0620676816223762	0.106220856195329	0.190097957355733	0.139751281206199	0.0360606250507347	0.549442451170557
TCGA-55-8092-01A	0.119136500185658	0.151627747911953	0.181885152778906	0.13135077587236	0.0436364099863926	0.476998564978133
TCGA-MP-A4TI-01A	0.0658088150668504	0.194737367625798	0.20483298124079	0.173352083549175	0.055209194102484	0.609779628752585
TCGA-05-4418-01A	0.0784543070036603	0.126864121023989	0.159297409698826	0.130095657702285	0.0250409878531965	0.4930568294406
TCGA-MN-A4N4-01A	0.0676325773712061	0.131243994925951	0.129057617756677	0.125334941557976	0.0599122789741029	0.457879800419144
TCGA-55-8507-01A	0.0481715529150231	0.14115369003007	0.111148517008122	0.132210474658411	0.0559401317811218	0.445933767715133
TCGA-86-8668-01A	0.0986646233089547	0.167622947117028	0.167401262526179	0.129335941855839	0.062383765614201	0.525627795345202
TCGA-05-5425-01A	0.0672282255424061	0.126728632401231	0.205421671277994	0.159515434283254	0.0684674793506067	0.519544848693087
TCGA-49-4510-01A	0.0620307921329518	0.0927419062265959	0.1489162215307	0.0946304043880057	0.0457968579143954	0.426711410683273
TCGA-55-6979-01A	0.0829045937918589	0.169797200430596	0.182431872708076	0.162960174996372	0.0813525440490201	0.545149425974147
TCGA-78-7158-01A	0.0481447658278886	0.138922257332857	0.126739348772948	0.104531954151964	0.0363030531535928	0.474746093712295
TCGA-44-6775-01C	0.100798884384315	0.136265403448597	0.219777479917389	0.156184905219338	0.0827178318854101	0.499633796755942
TCGA-97-8547-01A	0.0379825254012239	0.158014404668151	0.102012273848134	0.125309176160755	0.0408560617449816	0.525707775223601
TCGA-78-7153-01A	0.0745570415906792	0.103599042363145	0.143393410519517	0.0781892829491853	0.0293532617845747	0.414604776529085
TCGA-35-4122-01A	0.0710022251788752	0.0778073235196784	0.214515115678044	0.149265773669416	0.0531679718205624	0.538851891345981
TCGA-44-3918-01B	0.0701899476819947	0.154860030426527	0.219975589547389	0.149959719637951	0.078022990377201	0.486144932288032
TCGA-49-AARE-01A	0.0712321994831991	0.126058053378542	0.120237025367014	0.0998123555216974	0.0284300288612591	0.43849899937436
TCGA-49-6761-01A	0.0648983216671169	0.122714571562254	0.177622708807541	0.127326243414406	0.0310748656325345	0.507190087983893
TCGA-91-7771-01A	0.0845679966396772	0.160548122850764	0.210797231457581	0.141786485403778	0.0851994121091451	0.518735175166269
TCGA-69-7980-01A	0.0610212125690528	0.149968873836578	0.189681500927216	0.139198724407606	0.0679021014636723	0.507337243131843
TCGA-69-8253-01A	0.0774416211992522	0.125389393798412	0.128098544444826	0.104841932629715	0.0284172354087431	0.462971412532719
TCGA-95-7947-01A	0.0938463868771637	0.144616929440014	0.177534205702645	0.134487292353869	0.062331801190792	0.501443195829678
TCGA-62-8394-01A	0.0560372012487765	0.145757952432105	0.133575657020004	0.12302038215891	0.0423113901110114	0.488665643989543
TCGA-55-8616-01A	0.0936365297819333	0.150435036977591	0.1338561273631	0.105512689779757	0.0512038461578263	0.44178375066585
TCGA-49-6743-01A	0.0696508926620532	0.133892015493229	0.168885260368387	0.143080273335946	0.074414325467712	0.488304188955614
TCGA-49-AAR4-01A	0.0793749791709102	0.163165059221316	0.233830399791786	0.133316167025636	0.0387985379465331	0.517052742493714
TCGA-38-4625-01A	0.0698989146190906	0.107296736210538	0.176745568321003	0.14898333434626	0.0715690901741809	0.49863607686447
TCGA-05-4417-01A	0.078017456517366	0.151643912488812	0.183599040967232	0.139639444777188	0.0460412845097197	0.541646973244939
TCGA-50-5045-01A	0.111957645596984	0.146231387549601	0.188116266018645	0.153771596706944	0.0534135169115513	0.568134921526181
TCGA-97-A4M2-01A	0.0821151244038459	0.168622197417881	0.170878885249655	0.146055710853817	0.0768581028616236	0.545048815484044
TCGA-97-A4M3-01A	0.0471341597836237	0.123898858452348	0.118175353087362	0.111479251377103	0.0258859020798939	0.430997174952582
TCGA-44-2668-01A	0.0423094656781152	0.141247462226132	0.169241952069469	0.175751103720206	0.0352953339298589	0.531115694203632
TCGA-71-8520-01A	0.046592374287769	0.150195449307249	0.124042236172238	0.131125469238445	0.0461072908858069	0.501394197238764
TCGA-75-5125-01A	0.0676995414298991	0.14659137417854	0.197762876368615	0.151351211933907	0.0616800345397448	0.5563111146881
TCGA-49-4512-01A	0.0595182632280851	0.128010763492531	0.1052770124293	0.109178082181945	0.0395129619814628	0.480854349078593
TCGA-86-7711-01A	0.0496328793933642	0.110083085449953	0.144680481239292	0.163214894052861	0.0644987781555651	0.481977306329123
TCGA-44-2656-01B	0.0798174981226504	0.128871189672065	0.256913002252935	0.13899751842421	0.0889750646935117	0.485979057815045
TCGA-L4-A4E6-01A	0.0602114154611138	0.150775903738545	0.179854166511103	0.149686564912181	0.125472126285156	0.540993764445517
TCGA-49-AAR0-01A	0.0902253524650344	0.14735763136645	0.149173053708696	0.120507090041699	0.0553586414561309	0.496842244529241
TCGA-50-7109-01A	0.0760572318698949	0.13088677332793	0.173276263380578	0.125772706238987	0.0594437737963257	0.443767718126173
TCGA-L9-A50W-01A	0.0714664099549455	0.151567524717359	0.133214801440434	0.117474665876032	0.0447605932793825	0.487584164948547
TCGA-55-8094-01A	0.022230524856306	0.0836956799312896	0.102624349598991	0.063622495777105	0.0397588063140214	0.335593613151002
TCGA-05-4430-01A	0.0608891506051524	0.132199606648571	0.172151687259654	0.145052795594825	0.0595761757286946	0.543217375448719
TCGA-91-A4BD-01A	0.0526403256930798	0.125425086817518	0.123530738440942	0.123506976153195	0.0440253281872889	0.485048136059757
TCGA-78-7149-01A	0.0592124827451895	0.100483447113794	0.150532413921295	0.0856128692658018	0.0196368282584261	0.407301892668326
TCGA-55-7724-01A	0.0730420359696916	0.0961569476167843	0.23320399951279	0.148220713719096	0.0837615456373561	0.497667103823453
TCGA-50-6593-01A	0.0700349363509985	0.149116747599175	0.126633450687651	0.135365544299602	0.0594631085481403	0.538198329289167
TCGA-86-8674-01A	0.0391140882018234	0.108946612517763	0.0873150977637112	0.0819243920254569	0.000450464450596667	0.389516803510979
TCGA-49-4505-01A	0.0702050394098281	0.117431399977504	0.177218277285941	0.134719407793619	0.0347710750992051	0.532668624379416
TCGA-05-5420-01A	0.0888484035669384	0.107112508656672	0.201914629559673	0.154130162916821	0.0435305480395833	0.546279327586901
TCGA-55-6983-01A	0.129646368773724	0.155739977967827	0.188335285372644	0.130735600143854	0.0528986408242437	0.52131798966684
TCGA-44-8119-01A	0.0575827148186717	0.124051118423109	0.176776885747253	0.138009236877808	0.0781512808389776	0.468398605028864
TCGA-55-7994-01A	0.0843811567548744	0.151988746840548	0.21988058141436	0.150381914700072	0.0659533952468866	0.56663303684837
TCGA-55-8508-01A	0.108603838673628	0.112531630214021	0.130573426132977	0.116865060944429	0.0311559178512318	0.42818330035634
TCGA-73-7499-01A	0.0872934462571218	0.128318178996193	0.200145493027863	0.132860590396392	0.0444034173407288	0.525390958408809
TCGA-50-5933-01A	0.0561722794314891	0.142610501963673	0.176468825430542	0.156939158143969	0.0811714890561059	0.568132918873353
TCGA-55-7573-01A	0.120763068370997	0.182915059972189	0.167290672198451	0.140163158440547	0.0521292611648419	0.534973944858695
TCGA-91-A4BC-01A	0.0884476523371045	0.148340392261164	0.237876937221878	0.130833844439367	0.0599566643230413	0.471955495886628
TCGA-78-7220-01A	0.0417698189383921	0.1121289554393	0.172458606416108	0.10887062071641	0.0635520782004639	0.430595688855499
TCGA-05-4382-01A	0.0912579831357964	0.142095331311166	0.153738177065859	0.156123278867995	0.0842771858549532	0.530457468755519
TCGA-86-8278-01A	0.0769436755483045	0.153307966226892	0.136945510333153	0.141117409585885	0.0572395658528932	0.496957696674366
TCGA-NJ-A55R-01A	0.107880194411768	0.128326572985798	0.125888956126183	0.0915736686443405	0.0399627930906399	0.418120865959716
TCGA-91-8496-01A	0.0522700268986386	0.108074854218995	0.181350258017462	0.136111548883068	0.0548494510757621	0.526406127001946
TCGA-MP-A4TJ-01A	0.112399010616623	0.177979717508932	0.2255465812275	0.168077405128824	0.0562891960360146	0.554985289293695
TCGA-69-7765-01A	0.0863972281098874	0.126770004312589	0.189512938056262	0.133370528624288	0.0583148508759902	0.514968235474749
TCGA-64-5775-01A	0.0293062689222493	0.120676771703863	0.128810207040015	0.123026181515359	0.0831084755527621	0.479194351174671
TCGA-44-7661-01A	0.0549716049571939	0.186172530727986	0.159147111683006	0.163031030724666	0.0570679144697671	0.586190306686918
TCGA-49-4486-01A	0.0496255361741634	0.0824000317126784	0.113553941772758	0.0661139490274559	0.0152172076069417	0.373921979397477
TCGA-05-4427-01A	0.0632148501609488	0.13487208138115	0.173096413599243	0.138839776589759	0.0650879058984905	0.524328309109946
TCGA-MP-A4TE-01A	0.0602890899017946	0.0826730509392266	0.0988694644992726	0.0893154704321698	0.0223682297151646	0.355550636305289
TCGA-38-7271-01A	0.151917629863102	0.182337002092718	0.230943141493816	0.149873216091749	0.0641230123143939	0.56021463303494
TCGA-62-8399-01A	0.0445747824618789	0.122284877595488	0.158704570330999	0.13307438889075	0.0584954646388043	0.453707823807908
TCGA-49-AAR2-01A	0.0826828591064661	0.122999974717922	0.117436586857357	0.0891948392866279	0.032386558096784	0.393290928811806
TCGA-86-7953-01A	0.0738924402644142	0.171184070493181	0.158340011631953	0.161390633824125	0.0647597232197799	0.539726305812713
TCGA-69-8254-01A	0.0921471956936951	0.145570812725739	0.168538339816603	0.131776947703132	0.0500472229941573	0.503988013179636
TCGA-86-8055-01A	0.0759266931553446	0.145673759834196	0.15992344219258	0.150220327579698	0.0614998023037231	0.539772321127093
TCGA-55-5899-01A	0.0491226984649071	0.105603758038995	0.190256321524846	0.122622717409915	0.080459024255633	0.466275882476916
TCGA-78-8655-01A	0.0684427006775755	0.157052978954722	0.157295512221924	0.143162379880787	0.0606371898264359	0.521109031272352
TCGA-05-4420-01A	0.0550297014552954	0.0849694301438521	0.131161279253632	0.119329623102003	0.052609351760741	0.393677383312958
TCGA-49-AARN-01A	0.103425047423512	0.162358934566532	0.120752418878601	0.119860886164879	0.0345136224624358	0.483254963117554
TCGA-49-6745-01A	0.0607884173640373	0.156727389543415	0.200404036943055	0.151438020143406	0.0616663503240973	0.570201506590135
TCGA-55-8505-01A	0.0625954226544633	0.133534806110114	0.0986785693676447	0.118534852739439	0.0539611456829157	0.438083375885897
TCGA-99-8028-01A	0.0894495157052905	0.160247192342963	0.205390344835893	0.151959485823389	0.0627429030622867	0.559965266869367
TCGA-38-6178-01A	0.0752769714750231	0.153208700828106	0.154820022440893	0.127298099609477	0.0627650394974948	0.493103808752324
TCGA-55-6987-01A	0.105494571277881	0.141521562392731	0.228580384661993	0.152998180094358	0.0604592362087046	0.525989064582411
TCGA-49-4494-01A	0.0421880356370878	0.0974422969327274	0.149968348183864	0.11909452023543	0.0297276827774032	0.484119257568704
TCGA-55-6543-01A	0.0490576074184926	0.13861478912255	0.133025073174413	0.146139074124421	0.0692525134611511	0.502793328918458
TCGA-64-1678-01A	0.0503092619264066	0.0432642419789517	0.147122464251116	0.0720294570054788	0.0207668061755601	0.338268017393476
TCGA-91-6835-01A	0.12450728628279	0.202319831819216	0.239542559351264	0.168190129242227	0.0885824024747037	0.599918416347131
TCGA-S2-AA1A-01A	0.12821400379204	0.180580478578307	0.168463006763135	0.127733542102321	0.0243271793336037	0.534776131258588
TCGA-69-7761-01A	0.103114248318502	0.17092128864746	0.191995159913384	0.154567443557602	0.0535904328498013	0.536197022496417
TCGA-44-5644-01A	0.0459575386014962	0.101821545284317	0.135741220856268	0.0975941127198037	0.0377863157231148	0.395567886321084
TCGA-49-4506-01A	0.0554669609417604	0.0845341961684316	0.182389805212984	0.107537257405721	0.0107128282625565	0.453055206607929
TCGA-MP-A4SV-01A	0.0845271401259547	0.166343499168676	0.18991473399483	0.139340217322054	0.0483248738579812	0.527607231671776
TCGA-53-7626-01A	0.101470883314105	0.159408662690245	0.221348093392322	0.166987468861836	0.0716112878183492	0.551292495404015
TCGA-MN-A4N1-01A	0.0378297229618652	0.119015331682042	0.0907839080052165	0.087622056093533	0.01625025711535	0.439140017788862
TCGA-35-4123-01A	0.061085289645583	0.132321826488342	0.231278859946758	0.150004320500736	0.0403643736826469	0.567683044358437
TCGA-55-8621-01A	0.0845811018475224	0.152618548347026	0.200102418783344	0.154021437971536	0.0786676189865981	0.545983112218681
TCGA-69-A59K-01A	0.0878590370284493	0.12767521781799	0.178218176058687	0.130135554184323	0.0651009738278821	0.485009116229157
TCGA-49-4501-01A	0.0917744244873478	0.137814750424457	0.182390356425836	0.125632912353766	0.0398704049751738	0.522353442627351
TCGA-44-2655-01A	0.0920058625844369	0.146519928709399	0.138870537511498	0.121071763866536	0.0321864577192059	0.503768961873417
TCGA-05-4434-01A	0.0864983702183291	0.164849249948536	0.178552374424789	0.160191910316564	0.0604190422062731	0.5657702023143
TCGA-78-7148-01A	0.0454654781508492	0.125913049764537	0.174114904435771	0.107184030254959	0.0381032178749393	0.468980390677941
TCGA-44-6145-01A	0.106221288599182	0.141688865484654	0.222946148737579	0.157039388453326	0.0672755986949792	0.527729061637469
TCGA-55-8615-01A	0.0358985918906203	0.119679947311303	0.0973222222929814	0.0935337768931771	0.0386167561946699	0.415537186537979
TCGA-38-4626-01A	0.0296538774234422	0.140421145692931	0.155366697299315	0.169622065299684	0.10991855971834	0.529572783440029
TCGA-50-5930-01A	0.0953463141567585	0.122439104148005	0.174290403946409	0.115053652406217	0.0601000674634508	0.470911668935655
TCGA-55-6981-01A	0.0785687292563003	0.128534259362869	0.121896338412144	0.114429530874962	0.0376237766225758	0.491971401816922
TCGA-62-A46R-01A	0.0619917836978902	0.157730981613102	0.149410604692018	0.125386088074032	0.0401346042039066	0.518856514794449
TCGA-95-8039-01A	0.0768521053859836	0.174941728007049	0.154159535989297	0.137022921541575	0.0412508847455267	0.554384607724353
TCGA-97-7554-01A	0.084905995789158	0.134058027509394	0.159159523467395	0.131398476568484	0.0628784201831954	0.504376293433133
TCGA-67-6216-01A	0.0947549151172743	0.152736397477268	0.143145636612917	0.133579130335478	0.0504621746447627	0.524366962300406
TCGA-MN-A4N5-01A	0.0804296935162183	0.148470857274872	0.173346210333366	0.127687023561306	0.0595560436737091	0.481646727973149
TCGA-93-8067-01A	0.0496231663354679	0.11621746640632	0.147894849742188	0.114686780588732	0.0346977627223773	0.458706975004727
TCGA-97-8176-01A	0.066475725276269	0.121277965273743	0.141414588817272	0.125780542626424	0.0790731076320075	0.461675468424228
TCGA-62-A46S-01A	0.0581156918615207	0.136358208213022	0.152225593957587	0.116349995127763	0.0569841196480632	0.450884360079431
TCGA-55-6968-01A	0.0931633894651729	0.128350041106937	0.186449975175179	0.135746964583028	0.0593916159449132	0.509677539107096
TCGA-44-6147-01A	0.0995323224667288	0.149246640134243	0.166490115420391	0.129768781528965	0.0586125558245415	0.473069159760937
TCGA-55-8514-01A	0.0495394369246183	0.134447341593266	0.0981016638732838	0.110939923406008	0.050652034082055	0.444814962525832
TCGA-55-7911-01A	0.0688734110866929	0.164004253658037	0.203495935594103	0.144802388433533	0.048712688954947	0.528163911148941
